Headline,Source,URL,word_count,unique_words,type_token_ratio,exclamation_count,question_count,comma_count,Polarity,Subjectivity
'Bloodbath' hits wine country as millennials and boomers abandon alcohol,Fox,,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
Sewage spill in Potomac River crushes oyster industry as seafood season ramps up: 'It's devastating us',Fox,,16.0,16.0,1.0,0.0,0.0,0.0,-1.0,1.0
Cancer doctor says Americans should eat more of 5 key protective foods,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,0.25,0.75
Americans are fed up with tipping culture as nearly 9 in 10 say it's completely 'out of control',Fox,,16.0,16.0,1.0,0.0,0.0,0.0,0.1,0.4
"Back-to-back winter storms target millions across Midwest, New England with blizzard conditions, feet of snow",Fox,,17.0,16.0,0.9411764705882353,0.0,0.0,2.0,0.13636363636363635,0.45454545454545453
"Millions along I-95 corridor to see snow, cold temperatures as winter returns, following days of record warmth",Fox,,17.0,17.0,1.0,0.0,0.0,2.0,-0.3,0.55
"1 dead, 3 injured after severe storms slam Mississippi amid powerful multiday threat",Fox,,11.0,11.0,1.0,0.0,0.0,1.0,0.04999999999999999,0.7
"Powerful Kona Low to lash Hawaii with torrential rain, fierce winds, blizzard conditions, Flood Watches issued",Fox,,16.0,16.0,1.0,0.0,0.0,3.0,0.15,0.65
"Fox News At Night - Wednesday, March 11",Fox,,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0
"GUTFELD! - Wednesday, March 11",Fox,,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0
"The Ingraham Angle - Wednesday, March 11",Fox,,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0
"Hannity - Wednesday, March 11",Fox,,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0
"Three Dog Night's Chuck Negron, voice behind 'Joy to the World,' dead at 83",Fox,,14.0,14.0,1.0,0.0,0.0,2.0,0.06666666666666667,0.4333333333333333
Man who claims he took iconic 'Napalm Girl' photo speaks out as AP stands by photographer credited for decades,Fox,,19.0,19.0,1.0,0.0,0.0,0.0,0.5,0.5
AP stands by photographer as new Netflix doc disputes credit of iconic 'Napalm Girl' photo from Vietnam War,Fox,,18.0,18.0,1.0,0.0,0.0,0.0,0.3181818181818182,0.4772727272727273
Pope Leo XIV calls for 'divine gift of peace' in maiden visit to Middle East,Fox,,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
"Journalist loses nearly $10,000 in year-long NFL gambling experiment",Fox,,9.0,9.0,1.0,0.0,0.0,1.0,-0.09999999999999999,0.25
"Departing BBC boss warns network on 'knife edge' amid Trump documentary lawsuit, trust crisis",Fox,,14.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0
"Proposed California wealth tax drives billionaire exodus to Florida real estate, locals confirm",Fox,,13.0,13.0,1.0,0.0,0.0,1.0,0.2,0.30000000000000004
Fun fact: The Hollywood sign originally read as 'Hollywoodland' as a 1923 real-estate billboard,Fox,,14.0,13.0,0.9285714285714286,0.0,0.0,0.0,0.3375,0.475
Antisemitism Exposed,Fox,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Canada’s Carney under pressure to act after synagogues shot at in latest antisemitic incidents,Fox,,15.0,15.0,1.0,0.0,0.0,0.0,0.5,0.9
"BRUCE PEARL: When a team keeps losing, you make changes — look beyond the Palestinian Authority for peace",Fox,,17.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0
San Jose police investigate violent altercation caught on camera as potential antisemitic hate crime,Fox,,14.0,14.0,1.0,0.0,0.0,0.0,-0.5333333333333333,0.9666666666666667
"DAVID MARCUS: Madman Mamdani’s predictable, disgraceful performance after Gotham terror",Fox,,11.0,11.0,1.0,0.0,0.0,1.0,-0.2,0.5
FBI’s iconic Most Wanted list enters new era with unprecedented addition,Fox,,12.0,12.0,1.0,0.0,0.0,0.0,0.4340909090909091,0.5886363636363636
"ICE busts human smuggling ring that kidnapped family, sexually assaulted pregnant woman",Fox,,12.0,12.0,1.0,0.0,0.0,1.0,0.27777777777777773,0.4777777777777778
"DAVID MARCUS: The more America gives Mamdani, Khalil and the mad bombers, the more they hate us",Fox,,17.0,14.0,0.8235294117647058,0.0,0.0,2.0,-0.10625000000000001,0.725
Four-time deported Honduran arrested after allegedly shoving elderly Air Force vet onto NYC subway tracks,Fox,,16.0,16.0,1.0,0.0,0.0,0.0,-0.1,0.1
Fox News Podcasts,Fox,,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
CNN’s World of Make-Believe,Fox,,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
Trump Could Abruptly Declare the War Over As Iran Runs Short on Ammunition,Fox,,13.0,13.0,1.0,0.0,0.0,0.0,-0.0625,0.65
Tom Brady Spotted Getting Cozy With Scooter Braun’s Ex-Wife!,Fox,,11.0,11.0,1.0,1.0,0.0,0.0,-0.24999999999999997,0.75
Q & Trey: Why a “Free Society” is a Reactive One,Fox,,10.0,9.0,0.9,0.0,0.0,0.0,0.4,0.8
: Israel strikes in the heart of Beirut as Iran’s new leader vows to fight on,AP,,16.0,16.0,1.0,0.0,0.0,0.0,0.13636363636363635,0.45454545454545453
"Iran-linked hackers take aim at US and other targets, raising risk of cyberattacks during war",AP,,16.0,16.0,1.0,0.0,0.0,1.0,-0.125,0.375
Iran’s attacks on Mideast shipping and energy infrastructure seek to inflict global economic pain,AP,,15.0,15.0,1.0,0.0,0.0,0.0,0.1,0.1
California governor says no imminent threat despite warning about possible Iran drone attack,AP,,13.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0
Damage to historical sites in Iran raises alarm about war’s impact on protected places,AP,,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
Israeli military drops charges against soldiers accused of sexually assaulting Palestinian detainee,AP,,12.0,12.0,1.0,0.0,0.0,0.0,0.2,0.4666666666666667
"Suspect in Michigan synagogue attack is dead, AP source says",AP,,10.0,10.0,1.0,0.0,0.0,1.0,-0.2,0.4
State lawmakers offer 2 cents on cash transactions without pennies,AP,,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
"Trump touts cutting drug prices, slams fellow Republican Rep. Massie during stops in Ohio, Kentucky",AP,,15.0,15.0,1.0,0.0,0.0,2.0,-0.6,0.9
Should Trump endorse Cornyn? Some Texas Republicans say it would be a MAGA ‘mistake’,AP,,14.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0
Long-serving Democrat Jim Clyburn of South Carolina will run for an 18th term in Congress,AP,,16.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
"When stock markets get shaken, it can pay for investors to be patient",AP,,13.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0
AP Exclusive: Smithsonian museum will revamp its slavery exhibit after artifact loan runs out,AP,,14.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0
Winter heat wave will send temperatures into the 90s across Southern California,AP,,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
Competency review ordered for leader of cultlike Zizians group that has been linked to 6 deaths,AP,,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
"Gunman who injured 2 people at Old Dominion University in Virginia is dead, college says",AP,,14.0,14.0,1.0,0.0,0.0,1.0,-0.05,0.30000000000000004
Lawyers in landmark social media addiction trial make final appeals to the jury,AP,,13.0,13.0,1.0,0.0,0.0,0.0,0.016666666666666666,0.5333333333333333
"FC Barcelona’s 100,000-plus members vote for president with club buried under a mountain of debt",AP,,16.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0
"Young Cubans turn to church and state as cheap, synthetic drugs flood the streets",AP,,14.0,14.0,1.0,0.0,0.0,1.0,0.25,0.55
One Tech Tip: How do you use an f-stop?,AP,,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0
Photo highlights from the Milan Cortina Winter Paralympics,AP,,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
Smaller portions are a big restaurant trend as customers watch their budgets and waistlines,AP,,14.0,14.0,1.0,0.0,0.0,0.0,0.0,0.3
Most watched videos,AP,,3.0,3.0,1.0,0.0,0.0,0.0,0.5,0.5
Steel pipe protudes 13 meters above ground on a highway in Osaka,AP,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.1
"Film cameras are trendy again, here’s how to use one",AP,,11.0,11.0,1.0,0.0,0.0,1.0,0.6,0.9
"Iran continues unrelenting attacks on shipping, energy infrastructure in Persian Gulf",AP,,11.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
Images released by Royal Thai Navy shows Thai cargo ship set ablaze in Strait of Hormuz,AP,,16.0,15.0,0.9375,0.0,0.0,0.0,0.0,0.0
US military says it destroyed 16 Iranian minelayers near the Strait of Hormuz,AP,,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.25
CCTV video shows the moment an Iran missile hit central Israel,AP,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.25
Nobody said vegetable gardens must be in the backyard. Put them out front if it’s sunny,AP,,17.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0
Traditional reindeer racing is delighting spectators in frigid Finland,AP,,9.0,9.0,1.0,0.0,0.0,0.0,-0.45,0.875
Young people are turning to old-school hobbies to get off their phones,AP,,13.0,12.0,0.9230769230769231,0.0,0.0,0.0,0.1,0.4
Retirement savings plans can be used to fund a home down payment. But should you?,AP,,15.0,15.0,1.0,0.0,1.0,0.0,-0.15555555555555556,0.2888888888888889
Downtown Anchorage braces for a canine takeover as the Iditarod’s 54th run begins,AP,,14.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0
TODAY IN HISTORY,AP,,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1930: Gandhi begins ‘Salt March’,AP,,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
Pentagon blocks photographers from Hegseth’s briefings on the Iran war,AP,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
Judge denies restraining order for conservative media figures who sought press passes,AP,,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
Lords a-leaving: Britain is ejecting hereditary nobles from Parliament after 700 years,AP,,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
Human waste backing up in basements is a gut-churning sign of US infrastructure problems,AP,,15.0,15.0,1.0,0.0,0.0,0.0,-0.1,0.05
Israel strikes in the heart of Beirut as Iran’s new leader vows to fight on,AP,,16.0,16.0,1.0,0.0,0.0,0.0,0.13636363636363635,0.45454545454545453
Do you really need a water filter? Here’s what experts say,AP,,12.0,12.0,1.0,0.0,1.0,0.0,0.2,0.2
Challenging your brain helps keep it healthy. Here’s how to do it,AP,,13.0,12.0,0.9230769230769231,0.0,0.0,0.0,0.5,0.75
How springing forward to daylight saving time could affect your health,AP,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
Be Well-Most popular,AP,,4.0,4.0,1.0,0.0,0.0,0.0,0.6,0.9
Colorectal cancer is rising in younger adults. Here’s who is most at risk and symptoms to watch for,AP,,19.0,18.0,0.9473684210526315,0.0,0.0,0.0,0.25,0.25
Some people tape their mouths shut at night. Doctors wish they wouldn’t,AP,,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
Are expensive shampoos worth it? Here’s what the experts have to say,AP,,13.0,13.0,1.0,0.0,1.0,0.0,-0.1,0.39999999999999997
Here’s what dermatologists are saying about your skin care routine: Keep it simple,AP,,14.0,14.0,1.0,0.0,0.0,0.0,0.0,0.35714285714285715
"Trump pushes economic messages in Kentucky and Ohio as Iran looms large, in photos",AP,,14.0,13.0,0.9285714285714286,0.0,0.0,1.0,0.20714285714285713,0.3142857142857143
Photos show tornado damage after powerful storms hit Illinois and Indiana,AP,,11.0,11.0,1.0,0.0,0.0,0.0,0.3,1.0
The top photos of the day by AP’s photojournalists,AP,,10.0,9.0,0.9,0.0,0.0,0.0,0.5,0.5
Hockey player who lost family in Rhode Island shooting scores winning goal in double overtime,AP,,15.0,14.0,0.9333333333333333,0.0,0.0,0.0,0.25,0.375
"In rural America, a teacher pipeline from abroad starts to dry up",AP,,12.0,12.0,1.0,0.0,0.0,1.0,-0.033333333333333326,0.3
What to know about the Strait of Hormuz,AP,,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
Zelenskyy says Ukraine awaits White House sign-off on US drone production deal,AP,,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
Landslides in southern Ethiopia leave at least 50 people dead and 125 missing,AP,,11.0,11.0,1.0,0.0,0.0,0.0,-0.175,0.21250000000000002
The islands off Iran’s southern coast are key to its economy and security. What to know about them,AP,,19.0,18.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.5
International court drops investigation into US sanctions on Venezuela,AP,,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
"Trump discourages Iranian soccer team from attending the World Cup, citing safety concerns",AP,,13.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0
Utah’s anti-gambling tradition meets Kalshi and Polymarket in a new legal fight,AP,,14.0,14.0,1.0,0.0,0.0,0.0,0.16818181818181818,0.32727272727272727
Senate passes bipartisan housing bill to improve access and affordability,AP,,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
Trump administration kicks off new process to try to replace tariffs struck down by Supreme Court,AP,,16.0,15.0,0.9375,0.0,0.0,0.0,-0.009595959595959602,0.3717171717171717
"After years of growth, Georgia’s film industry hits a painful reset",AP,,12.0,12.0,1.0,0.0,0.0,1.0,-0.7,0.9
"Oscars presenters add a former host, three nominees and a famous father-son duo",AP,,14.0,13.0,0.9285714285714286,0.0,0.0,1.0,0.25,0.5
Minimalist horror ‘Undertone’ uses audio and soundscapes to scare you,AP,,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
Morrissey calls off concert in Spain after local festivities deprived him of sleep,AP,,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
"No. 20 Miami (Ohio) drops MAC opener, the first loss for D-I’s last undefeated men’s team",AP,,18.0,17.0,0.9444444444444444,0.0,0.0,1.0,0.125,0.19999999999999998
"NFL free agency: Panthers, 49ers, Patriots, Jets and Rams are early winners",AP,,12.0,12.0,1.0,0.0,0.0,3.0,0.25,0.55
"Vikings host Kyler Murray on a free agent visit after he was cut by the Cardinals, AP source says",AP,,19.0,19.0,1.0,0.0,0.0,1.0,0.4,0.8
WNBA and its players’ union meet for third straight day trying to come to agreement on new CBA,AP,,18.0,17.0,0.9444444444444444,0.0,0.0,0.0,0.11212121212121212,0.28484848484848485
Oil jumps to $100 per barrel and stocks sink worldwide with no clear end in sight for the Iran war,AP,,19.0,19.0,1.0,0.0,0.0,0.0,-0.049999999999999996,0.3833333333333333
"Iran war puts at risk key pipelines, terminals and refineries that supply the world with oil and gas",AP,,18.0,17.0,0.9444444444444444,0.0,0.0,1.0,0.0,1.0
"Amid soaring oil prices, Trump is now turning to the Strategic Petroleum Reserve",AP,,13.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0
South Korean lawmakers pass law to manage Seoul’s pledge of $350 billion in US investments,AP,,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
King penguins are the rare species benefiting from a warming world. But that could change,AP,,15.0,15.0,1.0,0.0,0.0,0.0,0.3,0.9
Old NASA science satellite plunges back to Earth,AP,,8.0,8.0,1.0,0.0,0.0,0.0,0.05,0.1
Towering lava fountains of Kilauea volcano trigger park and highway closures,AP,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
FDA finds little evidence that a drug touted by Trump can help people with autism,AP,,15.0,15.0,1.0,0.0,0.0,0.0,-0.1875,0.5
"Google overhauls its Maps app, adding in more AI features to help people get around",AP,,15.0,15.0,1.0,0.0,0.0,1.0,0.5,0.5
Celebrity chef René Redzepi resigns from iconic Danish restaurant Noma after abuse allegations,AP,,13.0,13.0,1.0,0.0,0.0,0.0,0.5,0.5
New permanent exhibition shows plaster casts of Pompeii victims frozen at the moment of their death,AP,,16.0,15.0,0.9375,0.0,0.0,0.0,0.13636363636363635,0.45454545454545453
Drivers wonder if they should go electric as the war spikes gas prices,AP,,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
Visually impaired skier racer Meg Gustafson chases Paralympic medals with her brother as guide,AP,,14.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0
An iconic Oregon waterfall was put up for sale on Redfin. Lawmakers approved the money to buy it,AP,,18.0,18.0,1.0,0.0,0.0,0.0,0.5,0.5
"Muslim parents, private schools sue Texas over exclusion of Islamic institutions in voucher program",AP,,14.0,14.0,1.0,0.0,0.0,1.0,0.0,0.375
Eswatini receives third batch of migrants deported by the US,AP,,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
Mississippi to join Trump Administration’s foster parent recruitment initiative,AP,,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
Mexico’s president promises ‘Plan B’ after congressional defeat of electoral reforms,AP,,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
Key quotes from Iran’s supreme leader’s first public statement,AP,,11.0,10.0,0.9090909090909091,0.0,0.0,0.0,0.08333333333333333,0.4666666666666666
"As public schools face financial crisis, lawmakers offer no help for students in poverty",AP,,14.0,14.0,1.0,0.0,0.0,1.0,0.0,0.03333333333333333
Test your knowledge on the 2026 Oscar nominees,AP,,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
Mine collapse in Central African Republic kills 8,AP,,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.125
Specially built wood horn known as holztrompete sounds at Met Opera in Wagner’s `Tristan und Isolde’,AP,,17.0,17.0,1.0,0.0,0.0,0.0,0.35714285714285715,0.5714285714285714
Former rapper’s fledgling political party sweeps Nepal’s first post-revolt election,AP,,13.0,12.0,0.9230769230769231,0.0,0.0,0.0,0.08333333333333333,0.14444444444444446
"Average US long-term mortgage rate rises to 6.11%, back to where it was 5 weeks ago",AP,,15.0,14.0,0.9333333333333333,0.0,0.0,1.0,-0.075,0.19999999999999998
Latvia’s security service says 2 people set fire to a train and rail equipment for Russia,AP,,16.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
AFA president Claudio Tapia appears in Buenos Aires court in tax case,AP,,12.0,11.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0
Starmer’s pick of Epstein ‘pal’ as top British envoy haunts prime minister,AP,,13.0,13.0,1.0,0.0,0.0,0.0,0.25,0.25
A giant steel pipe’s mysterious overnight growth spurt baffles a Japanese city,AP,,13.0,12.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.6666666666666666
Ohio State names provost as its new president after predecessor’s abrupt resignation,AP,,13.0,13.0,1.0,0.0,0.0,0.0,0.005681818181818177,0.7272727272727273
Pope appoints trusted fellow Augustinian to run Vatican’s charity office,AP,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
PWHL to reach national US TV audience with Scripps Sports to broadcast neutral site game in Detroit,AP,,17.0,16.0,0.9411764705882353,0.0,0.0,0.0,-0.4,0.4
Hungary to declassify security report as Orbán claims Ukraine is illegally funding his opponent,AP,,15.0,15.0,1.0,0.0,0.0,0.0,-0.5,0.5
"US applications for unemployment benefits inch down to 213,000 as layoffs remain stable",AP,,12.0,12.0,1.0,0.0,0.0,1.0,-0.15555555555555556,0.2888888888888889
Ships identify themselves as Chinese around Strait of Hormuz during Iran war to avoid attacks,AP,,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
Russian court convicts 19 people over deadly 2024 Moscow concert hall attack,AP,,10.0,10.0,1.0,0.0,0.0,0.0,-0.1,0.2
Senegal is the latest African country to toughen punishment for homosexual acts,AP,,12.0,12.0,1.0,0.0,0.0,0.0,0.25,0.45
China positions itself as force for global stability at its annual Congress,AP,,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
Former Michigan linebackers coach Chris Partridge sues university over firing,AP,,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
China adopts an ethnic unity law that critics say will cement assimilation,AP,,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
North Korean leader Kim and his daughter try out new pistols at shooting range,AP,,14.0,14.0,1.0,0.0,0.0,0.0,0.13636363636363635,0.45454545454545453
Lawmakers vent frustration over DHS shutdown as lines grow at nation’s airports,AP,,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
Michigan police respond to active shooter situation at West Bloomfield synagogue,NBC,,11.0,11.0,1.0,0.0,0.0,0.0,-0.13333333333333333,0.6
Michigan police respond to active shooter situation at West Bloomfield synagogue,NBC,,11.0,11.0,1.0,0.0,0.0,0.0,-0.13333333333333333,0.6
New Iranian supreme leader vows vengeance in fiery first statement,NBC,,10.0,10.0,1.0,0.0,0.0,0.0,0.19318181818181818,0.3939393939393939
"In Tehran, hope for change turns to panic: 'They are turning the country into ruins'",NBC,,15.0,15.0,1.0,0.0,0.0,1.0,-0.15,0.2
Democrats ask Pentagon about Iran school strike and role of AI,NBC,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
Iran appears to have conducted a significant cyberattack against a U.S. company,NBC,,13.0,12.0,0.9230769230769231,0.0,0.0,0.0,0.375,0.875
Trump launches the next phase of his trade wars with new investigations of key partners,NBC,,15.0,14.0,0.9333333333333333,0.0,0.0,0.0,0.04545454545454545,0.48484848484848486
Voters who say economic and political systems are stacked against them tie a record high,NBC,,15.0,15.0,1.0,0.0,0.0,0.0,0.12,0.28
Hundreds of Oklahomans are accusing State Farm of a secret scheme to cheat homeowners,NBC,,14.0,13.0,0.9285714285714286,0.0,0.0,0.0,-0.4,0.7
Hundreds of Oklahomans are accusing State Farm of a secret scheme to cheat homeowners,NBC,,14.0,13.0,0.9285714285714286,0.0,0.0,0.0,-0.4,0.7
"Old Dominion University shooting leaves 2 people critically injured, gunman dead",NBC,,10.0,10.0,1.0,0.0,0.0,1.0,-0.03333333333333333,0.4666666666666666
"Old Dominion University shooting leaves 2 people critically injured, gunman dead",NBC,,10.0,10.0,1.0,0.0,0.0,1.0,-0.03333333333333333,0.4666666666666666
Senate passes major housing affordability bill by Elizabeth Warren and Tim Scott,NBC,,12.0,12.0,1.0,0.0,0.0,0.0,0.0625,0.5
Senate passes major housing affordability bill by Elizabeth Warren and Tim Scott,NBC,,12.0,12.0,1.0,0.0,0.0,0.0,0.0625,0.5
The San Antonio Spurs' sixth man is a real-life cowboy who wears actual spurs,NBC,,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.1
The San Antonio Spurs' sixth man is a real-life cowboy who wears actual spurs,NBC,,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.1
Subscriber briefings,NBC,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Closing arguments begin in landmark social media addiction trial,NBC,,9.0,9.0,1.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667
": Michigan synagogue scene of 'apparent vehicle ramming and active shooter situation,' FBI says",NBC,,14.0,14.0,1.0,0.0,0.0,1.0,-0.041666666666666664,0.475
"In Tehran, hope for change turns to panic: 'They are turning the country into ruins'",NBC,,15.0,15.0,1.0,0.0,0.0,1.0,-0.15,0.2
Trump warns Iranian World Cup team away from U.S. for 'their own life and safety',NBC,,16.0,16.0,1.0,0.0,0.0,0.0,0.6,1.0
New Iranian supreme leader vows vengeance in fiery first statement,NBC,,10.0,10.0,1.0,0.0,0.0,0.0,0.19318181818181818,0.3939393939393939
Israeli military drops charges against soldiers accused of sexually assaulting Palestinian detainee,NBC,,12.0,12.0,1.0,0.0,0.0,0.0,0.2,0.4666666666666667
Senate passes major housing affordability bill by Elizabeth Warren and Tim Scott,NBC,,12.0,12.0,1.0,0.0,0.0,0.0,0.0625,0.5
"Old Dominion University shooting leaves 2 people critically injured, gunman dead",NBC,,10.0,10.0,1.0,0.0,0.0,1.0,-0.03333333333333333,0.4666666666666666
Democrats ask Pentagon about Iran school strike and role of AI,NBC,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
"Rep. Jim Clyburn, 85, is running for an 18th term in Congress",NBC,,11.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0
"Jack Osbourne welcomes daughter Ozzy Matilda, named in honor of his late father",NBC,,13.0,13.0,1.0,0.0,0.0,1.0,-0.3,0.6
Oil prices jump as Iran war causes the 'largest supply disruption' in history,NBC,,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
Epstein's longtime accountant gives closed-door testimony to House committee,NBC,,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
2 dead in Washington and Mississippi as severe weather slams the U.S.,NBC,,12.0,12.0,1.0,0.0,0.0,0.0,-0.2,0.4
Security funding deal ends World Cup standoff,NBC,,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
Police officers say Jan. 6 plaque is hidden from the public's view,NBC,,11.0,11.0,1.0,0.0,0.0,0.0,-0.08333333333333333,0.19999999999999998
Kansas town allows immigration detention center in shuttered prison after yearlong fight,NBC,,12.0,12.0,1.0,0.0,0.0,0.0,-0.1,0.1
South Africa summons new U.S. ambassador over criticism as rift deepens,NBC,,12.0,12.0,1.0,0.0,0.0,0.0,0.13636363636363635,0.45454545454545453
19 people convicted over deadly Moscow concert hall attack claimed by ISIS faction,NBC,,12.0,12.0,1.0,0.0,0.0,0.0,-0.2,0.4
Trump administration : Senate passes major housing bill; Clyburn to run for re-election,NBC,,13.0,13.0,1.0,0.0,0.0,0.0,0.0625,0.5
"The 7 best drugstore eye creams, according to dermatologists",NBC,,8.0,8.0,1.0,0.0,0.0,1.0,1.0,0.3
Talking Shop with Giada De Laurentiis,NBC,,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
"All of the benefits of a Costco membership, explained",NBC,,9.0,8.0,0.8888888888888888,0.0,0.0,1.0,0.0,0.0
This top-rated Olay face moisturizer that reduces dark spots is 20% off,NBC,,12.0,12.0,1.0,0.0,0.0,0.0,-0.15,0.4
2 deaths across Washington and Mississippi as severe weather slams the U.S.,NBC,,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
Teen charged in death of teacher during prank gone wrong says he'll honor his memory,NBC,,15.0,15.0,1.0,0.0,0.0,0.0,-0.25,0.45
Kansas town allows immigration detention center in shuttered prison after yearlong fight,NBC,,12.0,12.0,1.0,0.0,0.0,0.0,-0.1,0.1
Top chef resigns amid abuse claims as protesters gather at L.A. pop-up,NBC,,14.0,14.0,1.0,0.0,0.0,0.0,0.5,0.5
Texas man executed for killing girlfriend and her son as survivor looks on,NBC,,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
"Rep. Jim Clyburn, 85, is running for an 18th term in Congress",NBC,,11.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0
Trump slams Rep. Thomas Massie in Kentucky after he voted to limit war powers,NBC,,14.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0
Epstein's longtime accountant gives closed-door testimony to House committee,NBC,,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
TSA worker says his family is paying the price for his working without pay,NBC,,14.0,13.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0
Police officers say Jan. 6 plaque is hidden from the public's view,NBC,,11.0,11.0,1.0,0.0,0.0,0.0,-0.08333333333333333,0.19999999999999998
Trump warns Iranian World Cup team away from U.S. for 'their own life and safety',NBC,,16.0,16.0,1.0,0.0,0.0,0.0,0.6,1.0
How NBA players are turning technical fouls into philanthropy,NBC,,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.1
Security funding deal ends World Cup standoff,NBC,,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
Tony Dungy announces his departure from Football Night in America,NBC,,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
Death and disfiguration,NBC,,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
Iran appears to have conducted a significant cyberattack against a U.S. company,NBC,,13.0,12.0,0.9230769230769231,0.0,0.0,0.0,0.375,0.875
